question_number,question,option_a,option_b,option_c,option_d,correct_answer,explanation
510,以下哪項對標準的自負額的描述是正確的?,"是保險公司額外實施的,藉此抗衡不利的特點",是被保險人取得保費扣減的手法,適用於所有同類保單(例如「年輕司機」自負額),以上所有各項,C,標準的自負額適用於所有同類的保單(例如汽車保單中的「年輕司機自負額」)。
511,"以下哪項對於保單中的條件的描述是正確的? (i) 在其他法律分科中,是屬於一種基本條款 (ii) 合約生效前的先決條件,是合約開始前必須滿足的條件 (iii) 違反合約生效後的先決條件,是會令合約變為無效 (iv) 違反責任出現前的先決條件,是會使索償變為無效","(i), (ii)","(i), (ii)、(iv)",(ii)、(iii)、(iv),"(i)、(ii), (iii), (iv)",B,"在合約法中,一個合約的條件屬於該合約的基本條款。違反責任出現前的先決條件不會毀了整個合約,但會使某索償或保險金要求變成無效。違反合約生效後的先決條件,不會令合約變為無效。"
512,以下哪項對於投保書中的陳述是不正確的?,投保書中的陳述可以是口頭的,真實的陳述只需要是實質上正確的,有關陳述必須出現於保單用詞中,以上所有各項,C,"陳述法的適用性並不取決於相關陳述出現於保單中或構成了合約條款,"
513,"當一位公正的保險人利用違反保證事項為由來拒絕一個可能有效的索償前,他會考慮所違反之事項是否與那項索償情況有任何「關係」。此「關係」意思是指:",所違反保證事項屬於蓄意造成,有牽涉欺詐成份,該項違反保證對那項索償情況有著重大意義,那違反保證事項已曾經發生過,C,"由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
514,"有一種保單條款,如它們是真實的,只需要實質上正確,這是:",陳述,保證,條件,隱含條件,A,"關於事實的陳述如屬實質上正確(即是說,如審慎的保險人會視所陳述的與實際上正確的事實之間的區別為不重要),即構成真實的陳述。"
515,"以下哪項是指被保險人作出一項絕對允諾,而涉及的允諾可以是採取或避免採 取一些行動?",條款,保證,條件,陳述,B,"在保險中(而非在合約法中), Warranty 一詞翻成「保證」,可以被視為一項被保險人對保險人所作出的、必須確實遵守的承諾。這項承諾可能是有所為或有所不為。"
516,"優良保險慣例的一般原則建議不應因違反保證而拒絕索償,除非:",索償額巨大,涉及強制性的保險索償,違反保證與索償有重要的因果關係,這並非被保險人在該單的第一次索償,C,"為了減輕保證的嚴酷程度,由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
517,以下哪項有關一般保險中的保證的描述是正確的?,"違反保證的話,保險人可以推翻保險合約",保證不必一定是明示的,保證可以是書面的、口頭的或是混合式的保證,法律規定有關保證必須存在因果關係才能依據違反保證拒絕賠付,B,"技術上,隱含保證(自動生效的、非書面的)也可以存在。 由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間 存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
518,以下哪些有關保險保證的陳述是正確? (i) 違反保證會使保險合約變成可使無效 (ii) 違反保險的效果是自動的 (iii) 它們可以使被保險人作出某些行動(例如:設防盜警鐘) (iv) 它們可以使被保險人不得不作出某些行動(例如:實施拆卸樓宇),"(i), (ii)","(i), (iii), (iv)","(i), (ii)、(iii)","(ii), (iii), (iv)",D,"違反保證會自動產生後果。 保證可以被視為一項被保險人對保險人所作出的、必須確實遵守的承諾。這項承諾可能是有所為或有所不為。 由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間 存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
519,以下哪項保險中的保證的陳述是正確的?,違反保證可令致保單由生效日期開始時當作無效,"保證可分為明示,隱含及標準","正常情況下,保證以明示方式出現於保單條件中",違反保證必然與損失之間存在著因果關係,B,"如果被保險人違反了保證,保單責任便會從違反日開始自動解除。 保證一般屬於明示保證。它們可能是標準的(即適用於同險種的所有保單),或由核保人根據特定風險而加施加的。技術上,隱含保證(自動生效的、非書面的)也可以存在。 違反保證不一定與損失之間存在著因果關係。"
520,"某一製品公司的火險保單保障了建築物和物件,保險人的理賠師在火災肇事現場發現了製品的殘損物,理賠師向被保險人指出禁止露天放置製品的保證。請問理賠師的發現產生了以下哪項相關問題?後果如何?","該違反與火災發生有關嗎?根據《優良保險慣例》,假若該違反和損失存在著因果關係才會引用該違反","保險人有提醒被保險人該項違反嗎?若否,保險人便不能引用該違反",該違反是故意的嗎?法律是容許疏忽性違反的,建築物有損毀嗎?該違反只適用於建築物有關的損毀,A,"由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
521,以下哪項對保險中的保證的陳述是正確的?,它不大可能以明示表達,違反保證可導致保險人推翻合約,它可以是明示保證、隱含保證或中性保證,法律規定有關保證必須存在因果關係才能依據違反保證拒絕賠付,D,"保證一般屬於明示保證。它們可能是標準的(即適用於同險種的所有保單),或由核保人根據特定風險而加施加的。技術上,隱含保證(自動生效的、非書面的)也可以存在。 由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間 存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
522,"就香港簽發的標準火險合約而言,含有的「失實陳述條件」條文,它是屬於:",保證,責任出現前的先決條件,合約生效前的先決條件,合約生效後的條件,C,"合約生效前的先決條件是指合約生效之前必須履行的條款,例如失實陳述條件。"
523,"在人身意外保單中,通常會指明被保險人在轉職後要作出通知,若違反這些條件,保單便會變為無效。這種情況下的條件屬於:",隱含條款,合約生效前的先決條件,合約生效後的條件,責任出現前的先決條件,C,"根據合約生效後的條件條款,在人身意外保險中,保費主要是根據受保人的職業釐定的,因此受保人如果在保單有效期內轉換職業,便須按照明示的要求通知保險人,並且取得保險人的同意。"
524,"以下哪項對於合約中的條件的描述是正確的? i. 在其他法律分科中,是屬於一種基本條款 ii. 合約生效前的先決條件是合約開始前必須滿足的條件 iii. 違反合約生效後的先決條件是會令合約變為無效 iv. 違反責任出現前的 先決條件是會使索償變為無效","i, ii, iii","i, ii, iv","ii, iii, iv","i, ii, iii, iv",B,"在合約法中,一個合約的條件屬於該合約的基本條款。違反責任出現前的先決條件不會毀了整個合 約,但會使某索償或保險金要求變成無效。違反合約生效後的先決條件,不會令合約變為無效。"
525,"違反以下哪項條件會令到有關的索償無效,但保單依然有效?",合約生效前的先決條件,合約生效後的條件,責任出現前的先決條件,以上所有各項,C,"違反責任出現前的先決條件不會毀了整個合約,但會使某索償或保險金要求變成無效。"
526,"大部份一般保險單索償條件均要求儘快通知有關的索償,不符合要求會引致有關索償無效,但保單繼續有效,這個索償條件稱為:",隱含的條件,責任出現前的先決條件,合約生效前的先決條件,合約生效後的條件,B,"違反責任出現前的先決條件不會毀了整個合約,但會使某索償或保險金要求變成無效。"
527,以下哪項有關保險保證的描述是不正確的?,保證是一項絕對的承諾,"保證大多數情況是明示的,雖然隱含的情況也是可能的","技術上,違反保證可推翻保險合約",若保險人豁免違反便屬違法,D,"保證的承諾是絕對的,意思是說,如果被保險人違反了保證,保單責任便從違反日開始自動解除。保證一般是明示的。技術上,隱含保證(自動生效的、非書面的)也可以存在。由香港保險業聯會發出以供會員遵守的《承保商專業守則》,規定保險人只可於違反保證和損失之間存在著因果關係,或違反屬欺詐行為的情況下,利用該違反作為拒賠的理由。"
528,"在某種情況下,保單持有人因延誤提出索償,而令致保險公司提出拒絕該賠償,但該保單依然維持生效。這種情況引用以下哪項條件?",避免某些條件及追償條款,合約生效前的先決條件,責任出現前的先決條件,合約生效後的條件,C,"違反責任出現前的先決條件不會毀了整個合約,但會使某索償或保險金要求變成無效。"
529,"在一般保險中,業界除外責任包括有:",核風險,輻射風險,戰爭風險,以上所有各項,D,"業界除外責任包括所有各項,"
530,香港簽發的一般保單的「除外責任」:,它總是影響保單的所有部份,它總是影響保單的一個部份,它總是在保單中明示的,它可以是根據法律而隱含的,D,"除外責任可以適用於整個合約「通用除外責任」,或僅從個別保單部分剔除部分保險保障「部分的除 外責任」。即使除外責任沒有在保單文件中出現,但總會存在著某些由法律隱含的附帶條件(意思是,應該被視為適用於任何保險合約),例如欺詐這項除外責任。"
531,"在保單條款內的除外責任有三種,以下哪項的陳述是正確的?",通用除外責任是適用於某類別的所有保單的除外責任,特定除外責任是承保人按個別風險所設定的除外責任,業界除外責任是市場中幾乎所有保險人都採用的除外責任,以上所有各項,D,"所有各項陳述都是正確的,"
532,除外責任的種類包括:,通用除外責任,特定除外責任,業界除外責任,以上所有各項,D,除外責任有以下幾個種類:通用、特定及業界除外責任。
533,以下哪項對於公共政策的概念是正確的?,屬於非書面條件,違反公眾利益的保單會得不到保障,違反公眾利益的索償是無效的,以上所有各項,D,"所有各項陳述都是正確的,"
534,以下哪項有關「公共政策」概念的陳述是不正確的?,它是指只對政府風險提供保障,在指明的情況下有關的保險不應有效,"在指明的情況下,社會表明保險不應對該情況提供保障",以上所有各項,A,"公共政策是指有時,法院不容許作某些事情,理由是它們有違公共政策。在保險方面而言,這意味著社會(透過法官的判決)傳達了一個訊息,表明在某些情況下,應該撇開特定保險的合約方的共同意圖而不為他們執行該合約或當中某些條文。"
535,"除了明示的除外責任,保險合約還受到若干非書面的限制,這種限制是基於普通法的法律原則,一些違反社會標準的合約不應該被執行,這稱為:",公共政策,道德標準責任,特定除外責任,通用除外責任,A,"公共政策是指有時,法院不容許作某些事情,理由是它們有違公共政策。在保險方面而言,這意味著社會(透過法官的判決)傳達了一個訊息,表明在某些情況下,應該撇開特定保險的合約方的共同意圖而不為他們執行該合約或當中某些條文。"
536,以下哪項是汽車保險中標準的除外責任?,賽車,速度測試,汽車貿易,以上所有各項,D,"私家車保險意圖承保的是為商業或遊樂目的的正常使用,所以用於賽車、速度測試及汽車貿易的使用就屬於標準的除外責任。"
537,以下哪項是有關「失效」保單的正確描述?,沒有續保的保單,由保險人取消的保單,由被保險人取消的保單,已由新單取代的舊保單,A,"如果保險人不向被保險人提醒續保日期渐近,被保險人也沒有採取任何行動,那麼保單就會在期滿時失效。"
538,一般保險的續保是:,非強制性的,對於汽車保險是屬於強制性的,對於長期協議是屬於強制性的,所有保單都是強制性,A,"通常,保險人和被保險人均無續保,或接受特定條件的義務。續保所採用的確切條款是可以討論和商議的,而要約和承約也屬相關考慮。"
539,以下哪項屬保單失效而不是取消保單?,保單已經由保險人終止,保單的保障期滿並沒有續保,保險合約在到期日之前已被終止,"保險人被清盤,保單被迫取消",B,"如果保險人沒有向被保險人提醒續保日期渐近,被保險人也沒有採取任何行動,那麼保單就會在期滿時失效。 如果保單沒有續保,這不應稱為取消。取消總是指在保單期滿前中止保障。"
540,以下哪項關於「續保」描述是正確的?,保險人及客戶均無義務必需續約,保單到期日自動續保,保險人於保單到期日主動提醒客人續保,客人於保單到期日主動提醒保險人續保,A,"通常,保險人和被保險人均無續保,或接受特定條件的義務。如果保險人沒有向被保險人提醒續保日期漸近,被保險人也沒有採取任何行動,那麼保單就會在期滿時失效。"
541,"一般保險單通常為期十二個月,若合約雙方對條件不滿而沒有於十二個月後續保,這情況稱為:",取消合約,終止合約,失效合約,不續保合約,C,"如果保險人不加以提醒,被保險人也沒有採取任何行動,那麼保單就會在期滿時失效。 如果保單沒有續保,這不應稱為取消。取消總是指在保單期滿前中止保障。"
542,以下哪項有關續保的說明是不正確的?,續保保單被視為一項新的合約,續保後保單條件必定不變,沒有續保的合約視為失效合約,保險人並不一定接納續保,B,"即使仍使用同一張保單,續保構成了一個新的合約。這對可保性及條款提供了一個核保檢討的機會(如要續保,該等條款當然必須得到被保險人的同意)。"
543,以下哪項有關取消一份一般保險合約的陳述是正確的?,法律賦予雙方取消的權利,無人有自動權利去取消任何合約,總是給予保險人取消的權利,"總是給予雙方取消的權力,只要作出十四天通知便可取消",B,"沒有人自動有權取消(或註銷)包括保險合約在內的任何合約。在某些情況下,法律容許或要求中止某個合約。在其他情況下,除非合約條款明確地允許單方面於期滿前取消合約,否則須經合約意雙方同意方可。"
544,以下哪項對取消條款的描述是正確的?,它總是賦予保險人及被保險人雙方的一項權利,"這條款並不必須,因普通法已有聲明",所有一般保險均附有此條款,"如保險人提出取消,須按比例退回保費",D,"取消條款(如存在的話)總是允許保險人中止保險合約,但必須以規定方式通知被保險人(比如7天前以掛號郵件方式,送交被保險人的最後為人所知的地址),並按比例退保費。 沒有人自動有權取消(或註銷)包括保險合約在內的任何合約。在某些情況下,法律容許或要求中止某個合約。在其他情況下,除非合約條款明確地允許單方面 於期滿前取消合約,否則須經合約雙方同意方可。 在實務中,大多數一般保險單都設有取消條款。"
545,"在保險公司取消保單的情況下,保險公司通常:",按比例退回應繳保費,退回全部保費,退回短期保費,沒有保費退回,A,"取消條款(如存在的話)總是允許保險人中止保險合約,但必須以規定方式通知被保險人(比如7天 前以掛號郵件方式,送交被保險人的最後為人所知的地址),並按比例退保費。"
546,"一份以標準條款簽發的人身意外保險,取消是:",違法的,法律禁止的,保單條款禁止的,可能的,D,"在實務中,大多數一般保險單都設有取消條款(或取消條件)。保險人和被保險人均具有取消權。"
547,以下哪項有關一般保險保單的取消條件是正確的?,不能使用於強制性保險中,總是賦予雙方取消的權力,"是不必要的,因為取消的權力存在於普通法中","若保險人取消保單,通常按比例退還保費",D,"取消條款(如存在的話)總是允許保險人中止保險合約,但必須以規定方式通知被保險人(比如7天前以掛號郵件方式,送交被保險人的最後為人所知的地址),並按比例退保費。"
548,於通常取消條款下:,保險人有權取消保單,"很多情況下,被保險人有權取消保單","如保單被取消,可退還部份保費",以上各項皆正確,D,"所有各項陳述都是正確的,"
549,"根據取消條款,以下哪項描述是正確的?",保險人和被保險人均有權取消保單,"若保險人取消保單,會退回短期保費","若被保人取消保單,會按比例返回有關保費",以上所有各項,A,"保險人和被保險人均具有取消權。若保險人取消保單,會按比例退保費。若被保人取消保單,所得退款或是短期保費退款,或是比例保費退款,視乎保單措辭而定。"
550,"客人買了一份保單,在保障生效後90日保費後取消,保費為每年$20,000。如 果有取消條款並且按比例退款,保險公司應該要退回多保費給客人?","$1,506.85 ","$4,931.51 ","$15,068.49 ","$49,315.10 ",C,"每年保費為$20000已經過了90日因此已經使用的保費是 $20000*90/365=$4931.51 由於已經交了保費$20000而使用了$4931.51,因此該退還的保費為$15068.49."
551,短期保費退款通常適用於:,保單失效,保險人取消合約,被保險人取消合約,保險人清盤,C,"取消條款通常也允許被保險人取消保險合約,所須手續是發出立即生效或比如7天的取消通知書,所得退款或是短期保費退款,或是比例保費退款,視乎保單措辭而定。"
552,以下哪項屬於處理賠償時的不正確態度?,應避免不合理的拖延,"當出現欺詐成分時,便應於初期拒絕賠償",避免對保單作出不合理解釋,"確認責任後,便應盡快支付賠償",B,"對被保險人的欺詐行為或以被保險人名義進行的欺詐行為,無論保單是否提及這種行為,欺詐(不論任何形式)都會令保險索償或保險金要求無效,當然這也構成廢除有關合約的理由。"
553,"在受賠償處理中,哪種不是正確的處理方法?",應避免不必要的拖延,"出現欺騙成份時,應於初期拒絕賠償",應避免對保單作出不合理的解釋,認定責任後應立即賠款,B,"對被保險人的欺詐行為或以被保險人名義進行的欺詐行為,無論保單是否提及這種行為,欺詐(不論任何形式)都會令保險索償或保險金要求無效,當然這也構成廢除有關合約的理由。"
554,"在優良保險手法中,以下哪些是無效索償的不正確描述? i. 保險人對於這些索償需使用科學手法 ii. 無論任何情況,不應拒絕索償 iii. 保險人拒絕索償的話,應該給予充分的解釋  iv. 只能跟據香港保險業聯會發出的處理投訴的指引拒賠","i, ii, iii",iii iv,"i, iii, iv","ii, iii, iv",B,"拒絕給付賠償金或保險金是一件嚴重的事情。很多保險人在由香港保險業聯會發出的《承保商專業守則》中,承諾如果必須拒絕賠償或支付保險金,就應該給予充分的解釋。根據排除法,"
555,"如必須拒絕一項賠償,以下哪項屬於優良的保險慣例? (i) 應該在初期拒絕所有賠償,藉此阻止瑣碎的賠償 (ii) 理賠職員不應在沒有細心考慮的情況下拒絕賠償 (iii) 一般情況下應該提供拒絕的理由 (iv) 拒絕賠償前,通常最好由保險人的高級職員作出確認",(i)、(ii),(ii)、(iii),(ii)、(iii)、(iv),(i)、(ii)、(iii)、(iv),C,"拒賠是一件嚴重的事情。優良的保險做法通常意味著永不拒賠,除非得到保險人的高級職員的批準。 作為香港保險業聯會的會員,保險人承諾根據該會發出的《承保商專業守則》,如要拒絕賠償或支付保險金,必會給予充分的解釋。"
556,"在優良保險慣例中,違反保單保證應:",可以理解為索償可被拒絕,可以理解為可以作出通融賠償,只要有關保證出現時才令索償無效,只要被保險人出現欺詐性行為才令索償無效,A,"違反保單保證會使索償無效,"
557,以下哪幾項會使索償變為無效? (i) 投保事件發生於保單有效日之後 (ii) 被保險人作出欺詐的行為 (iii) 發生的事件是屬於除外責任 (iv) 違反公共政策的索償,(i)、(ii)、(iii),(i)、(ii)、(iv),(ii)、(iii)、(iv),(i)、(ii)、(iii)、(iv),D,"所有各項都是無效索償,"
558,以下哪項是有效保險索償準則?,一項損失的發生必須是由一項受保危險導致的,有關保單必須是有效的,受保人一方不得有欺詐行為,以上所有各項,D,"所有各項都是對有效索償的要求,"
559,"以下哪項是屬於有效索償的法律要求?  (i) 導致損失的近因,必須是受保的危險 (ii) 索償是符合保單中隱含及明訂條款的要求 (iii) 當損失發生時,保單必須仍然有效 (iv) 保單不能與公共政策有所抵觸",(i)、(ii),(ii)、(iii),(i)、(iii)、(iv),(i)、(ii)、(iii)、(iv),D,"所有各項都是對有效索償的法律要求,"
560,以下哪點是符合一個有效索償的法律要求?,意外發生時保單必須有效,並不違反公共政策,符合保單內隱含及明訂條款之要求,以上全部都是,D,"所有各項都是對有效索償的法律要求,"
561,以下哪項/幾項會使索償變為無效? i. 投保事件發生於保單有效日之後 ii. 被保險人作出欺詐的行為 iii. 發生的事件是屬於除外責任 iv. 違反公共政策的索償,"i ii, iii","i ii, iv","ii, iii, iv","i ii, iii, iv",D,"所有各項都是無效索償,"
562,一個有效的索償要符合下列哪項的要求?,個別保險人,保險業,政府,以上各項皆是,D,"需要滿足所有要求,"
563,在沒有法律責任下而支付索償:,屬於違法,在技術上稱為同情賠付,在技術上稱為通融赔付,"是永不合理的,因為相當於懲罰其他保單持有人",C,"遇上未必有保單責任的個案時,或拒賠將引致艱難的情況,總可考慮作出通融賠付(即不理會並無法律責任這個問題)。但是否必須先取得再保險人(如有的話)的同意總是一個相關的問題。"
564,以下哪項保險條款的改動會影響到普通法的條款?,比例分攤,代位權,分攤,以上所有各項,D,"所有各項改動都會影響到普通法的條款,"
565,索償通知上的延誤會使:,被保險人必定不能夠得到賠償,保險人不能作出相應的賠償,保險人的利益受到損害,以上所有各項,C,"延誤對事故的調查或對委派專業人員比如律師(特別是責任險索償),可能會在很大程度上損害保險 人的利益。"
566,"若被保險人延誤報告可能發生的索償,這是違反保單條款的,但有一種索償是 可能凌駕於保險人就這個理由而拒絕索償,這是:",人身意外保險,關於被保險人財產的保險,關於強制性保險保障的範圓,以上所有各項,C,"在強制性業務類別中,延遲報告意外事故不能讓保險人拒絕赔付有效的第三者索償。"
567,"保險人拒絕索償是因被保險人違反保單條款,但有一種索償是可能凌駕於拒絕索償的理由,這是:",個人意外保險,關於被保險人財產的保險,關於強制性保險保障的範圍,以上所述各項,C,"在強制性業務類別中,延遲報告意外事故不能讓保險人拒絕賠付有效的第三者索償。"
568,下列哪項或哪些保單條件有別於普通法的觀點?,代位權,分擔,比例分攤,以上各項皆是,D,"所有各項都有別於普通法的觀點,"
569,"在「比例分攤保障」中,如果保額為一千萬,而在火災損毀的實際價值為二千萬,那麼,一千二百萬的損毀金額,賠償應為:",六百萬,一千萬,一千二百萬,零元(有關索償因極度不足保額而告無效),A,"除非另有協定,否則保險人必須以保額或責任限額(一個慣常在責任保險中採用的術語)為限,對有效索償作出十足賠償。在大部分財產保險中,一旦損失發生時存在著不足額保險,保險人便可根據比例分攤條件,按不足額投保的比例降低賠償額。"
570,"當有索償發生,以下哪項屬於受保人應負上的責任?",保存受損害財物,提供索償的數額,披露任何其他保險,以上各項皆正確,D,保單對被保險人出險後的責任所作的要求包括: (a) 對索償或保險金要求的有效性提出合理證明(包括索償或要求的金額) (b) 保存受損財物 (c) 披露任何其他保險
571,以下哪一項不屬於被保險人出現損失後保單涉及的責任要求?,提供有效索償的合理證明,披露任何與該相同損失有關的其他保險,保存作為索償物件的已損毀財物,向第三者承認責任及行使所有權力,D,"保單對被保險人出險後的責任所作的要求包括: (a) 對索償或保險金要求的有效性提出合理證明 (b) 保存受損財物 (c) 披露任何其他保險 (d) 不能連累保險人:即須避免向第三者承認法律責任,或以任何方式損害代位權。"
572,"一般保險的索償,保險人通常會要求以下的哪項文件證明?",醫療報告,收據或其他有關數額的證明,警方或其他有關當局的報告,上述所有各項,D,"所需證明文件包括所有各項,"
573,有關索償的文件費用:,只由保險人支付,只由被保險人支付,必須由保險人及被保險人支付,可以由保險人或被保險人支付,D,"提供證明文件可能是被保險人的責任,也可能是保險人的責任(包括支付所需費用)。"
574,下列哪項有關的索償開支需要被保險人支付?,喪失能力(個人意外) 索償的醫療報告,僱員補償業務有關的報告,驗屍報告,以上所有各項,A,"提出喪失能力(人身意外)的保險金要求,須出具醫療報告,所需費用由被保險人負責。"
575,以下哪三項文件可能被要求用作證明水險索償? i. 檢驗報告 ii. 警方報告 iii. 提貨單 iv. 保單正本,"i, ii iii","i, ii, iv","i iii, iv","ii, iii iv",C,"在水險索償中,文件證明十分重要。所需文件包括檢驗報告、保單正本、提貨單,或再加上其他的所有權文件。"
576,以下哪項不屬於水險索償中所需文件?,檢驗報告,保單正本,提貨單,警方報告,D,"在水險索償中,文件證明十分重要。所需文件包括檢驗報告、保單正本、提貨單,或再加上其他的所有權文件。"
577,"關於索償金額的證明文件,以下哪項陳述是不正確的?",是被保險人的責任,有關的費用是由被保險人支付的,"對於任何類型的索償,保險人會堅持取得證明文件",收據對於商業損失來說是有力的證明,C,"證明文件有多種形式。提供證明文件可能是被保險人的責任,也可能是保險人的責任(包括支付所需費用)。要求出具收據以證明商業上的損失屬於普遍和合理的做法。"
578,以下哪項醫療證據是由被保險人負責支付有關開支?,於人身意外保單中對於喪失能力的報告,與僱員補償業務有關的報告,為找出死因而安排的任何驗屍檢查報告,以上所有各項,A,"提出喪失能力(人身意外)的保險金要求,須出具醫療報告,所需費用由被保險人負責。"
579,檢驗代理人最主要的工作是:,專門處理水險索償,從事有關財產損失,專門從事責任索償,以上所有各項,A,"檢驗代理人最主要的工作是專門處理水險索償,"
580,以下哪項對於海損理算師的描述是不正確的?,他們專門從事共同海損的索償,他們對海事及不同國家的法律要有深入的認識,他們專門從事不足額保險(比例分攤)的安排,一個個案的處理時間可能長達數年,C,"海損理算師出現於水險的理賠中。更確切地說,他們專門處理損共同海損的賠案。"
581,檢驗人通常是: (i) 處理水險索償的工作 (ii) 在索償初期通常由被保險人委任 (iii) 在索償初期通常由保險人委任 (iv) 以個人或公司名義協助安排檢驗,"(i), (ii), (iii)","(i), (ii)、(iv)","(ii), (iii), (iv)","(i)、(ii), (iii), (iv)",B,"水險的檢驗人是由被保險人聘請的,並且檢驗費用至少是先由被保險人支付的。"
582,海損理算師專門從事:,共同海損的理賠,船體理賠,極為複習的貨物損失的理賠,以上各項,D,海損理算師專門處理共同海損的賠案。他們也可能參與船體損失和極為複雜的貨物損失的理賠。
583,"聘用於水險貨物索償的檢驗人,與聘用於火險索償的理賠人比較時:",檢驗人起初由保險人委任,水險的檢驗人必須由被保險人委任,無論任何時間保險人都不需要向檢驗人支付費用,理賠人由被保險人委任和支付費用,B,"水險的檢驗人是由被保險人聘請的,並且檢驗費用至少是先由被保險人支付的。"
584,以下哪項有關海損理算師的陳述是不真實的?,他們專門從事共同海損的理賠,"必須計算共同海損的開支後,才需要他們協助",他們需要認識各個不同國家的海事法律知識,共同海損理賠所涉及的處理時間一般需要數年的時間,B,"海損理算師出現於水險的理賠中。更確切地說,他們專門處理損共同海損的賠案。為共同海損進行理算工作時,深入的法律知識包括國際海事法及各國本身的法律可能是關鍵的因素。為共同海損收款和分攤,一般需時數年,而非幾個星期或幾個月。"
